c0,c1,s0,s1,r
12,15,44989076,90442208,0.606382148252359
12,2,76125106,25064175,0.663504788647783
21,15,34922919,62993576,0.847405715562367
5,22,11172777,16148750,0.782713461030471
5,14,72596572,105885465,0.667942413726055
10,16,90993378,23823729,0.608301308156375
2,10,136617160,38055718,0.72478668299972
3,17,195482210,76331565,0.631088929978365
2,15,106461669,80542548,0.817906488304418
12,14,19382614,55540738,0.763319307799188
20,5,37538059,101050978,0.72539910177956
19,16,33242412,11936501,0.728611629546918
2,5,128077168,32986345,0.665006605358471
7,19,3901144,19431930,0.613522865017076
7,17,151072715,18400084,0.805928270667926
2,6,74215667,37881782,0.741830258822859
17,17,55628980,7664740,0.790442994028838
21,21,41486761,42875953,0.801133928740236
10,13,3038774,106565525,0.72003880276539
19,12,51143015,128849602,0.777404603112491
7,9,61260988,87416016,0.805039860005299
8,11,141689912,60797297,0.701480824695
1,14,25918621,20538859,0.718440519444398
12,11,84496011,70787649,0.759559712804233
4,7,17615197,75848876,0.799151395092679
14,10,95150884,82264880,0.773933338595649
21,5,36110148,98157097,0.723309023539773
8,8,87054852,80654647,0.629720528593666
8,17,123782127,5772364,0.797994800204755
11,16,67404784,87894359,0.674844872954542
2,3,173528572,23881732,0.871207551159857
18,21,48784944,45742901,0.665599007265943
12,16,49332482,29955468,0.647812858097883
11,7,126403219,14611466,0.734115838280012
14,3,37144155,72393468,0.658169742741488
9,19,126065295,21115510,0.612012562998598
16,3,28487804,4669737,0.748531714692377
16,5,55691889,137637833,0.923263205862439
18,18,3818197,37706733,0.618159657651097
22,4,20629213,136755588,0.6937641096591
3,1,75589356,52620144,0.632394762092801
4,19,830451,23185922,0.912760735920915
6,6,37019722,126380956,0.844285052653891
21,11,30593299,85576077,0.851638048295319
12,4,42842526,74959928,0.777712965126649
14,1,20111081,19652524,0.610914351154264
2,5,37330463,114119935,0.854311479743173
18,1,37504607,41125009,0.767261219460928
21,14,27248897,104096853,0.623433622838843
19,9,20204885,40741681,0.667583118283818
4,21,68903241,29642041,0.757165309642633
5,19,175026176,52274274,0.711760984127814
11,22,48107966,25510790,0.721469120585278
8,7,6969328,4535818,0.762997281000017
14,20,104470943,13598403,0.776589521451496
16,17,23778325,48269562,0.895587246341241
3,3,51724788,194627471,0.75019863157551
6,16,81008965,30018017,0.777158237843708
7,18,6894390,54304141,0.903706515066464
6,7,148565262,144373350,0.753979329511126
12,6,131228319,164145102,0.791396440208655
3,17,36809725,57635256,0.757722905542026
5,1,16710343,223328295,0.909860297450373
14,18,102013775,38210781,0.633468828323112
7,10,66017017,114657561,0.635296565529043
12,3,49983261,191207443,0.639132689246114
3,1,2745621,8736882,0.788199303395747
8,7,95564216,92860462,0.951606499539418
6,20,160249975,57271275,0.683812415862827
16,13,3957950,57121153,0.602765973611954
10,21,125409451,32848895,0.78671896257198
7,16,101897626,28048489,0.717156595856491
8,14,55464168,65879892,0.664360189969833
12,9,122115279,132557063,0.608728191658623
2,3,118939989,110074553,0.633572849039796
20,11,30619409,1565301,0.728403429846023
5,17,76018168,18025022,0.631146909236003
8,3,140909343,69232168,0.770253921572328
19,11,45642423,115616718,0.89780945957312
16,1,28371874,179143434,0.882002301657446
16,20,62114656,56565361,0.7512931095362
19,10,48887813,2066525,0.711253040270321
16,9,63154124,101124895,0.824155833594071
13,17,36259055,8259107,0.716182318574907
20,10,10833592,107957531,0.910955189838194
10,16,32237191,87368821,0.653434525422543
8,19,56979847,37700679,0.7930731492969
9,6,97042304,15359777,0.663195826661893
18,10,42989196,46909803,0.697353736501675
20,2,33853038,236190261,0.715342328800285
12,14,125558112,58520411,0.860635490789724
17,9,78259985,34179533,0.706539834131345
21,15,18929315,29044018,0.768073370839768
9,11,34532182,61020890,0.714099796713605
6,18,1085343,55896836,0.650414561297235
5,11,81120615,63783928,0.85131595552448
8,13,103893053,89935086,0.769532777731739
10,18,19812301,74613370,0.788900311182997
6,19,42160918,36787012,0.770404545069595
18,10,48283280,14699445,0.62902383005963
12,12,71999097,128990965,0.738937167606213
2,18,242092031,374915,0.748206926827215
11,8,65224468,101226522,0.703412397543291
13,20,51746293,42283146,0.718223858027323
14,1,79346223,237588617,0.647031770989623
11,19,18792451,50128429,0.881799865617754
4,2,188922990,134739098,0.613140277248158
2,18,236303160,29739574,0.848511454119386
11,2,2889780,202651419,0.719984649581884
15,11,58015325,109341157,0.743249094409115
16,1,8343449,111333900,0.617999171858683
2,12,202911941,104572781,0.84365951352746
3,7,159942628,70211190,0.611307038469174
10,9,131043458,74675885,0.693456487741547
16,14,30206984,103288674,0.665836561742876
17,17,55054870,44967220,0.61322163781256
5,21,68499053,20454098,0.804455390402392
18,16,72872486,87016692,0.650613379916868
12,1,126169747,120063819,0.727577692954585
10,11,104096458,47900242,0.603432797352344
20,17,59009306,30953800,0.804292770849872
2,18,129706715,74769191,0.958042752706172
10,11,28728881,742471,0.727152989842043
9,2,127855326,10135523,0.873802840589977
15,18,88493553,9124286,0.750497480927655
2,20,207634933,34963071,0.7651972797838
22,6,42340174,48228267,0.887445603434612
15,8,91319444,23256918,0.719072662374215
5,5,11420261,71633069,0.683251456027715
1,9,225904698,134887604,0.686259707785979
2,18,169471523,47100495,0.988676726153409
16,1,84219008,156853709,0.83251442918248
9,9,113016007,35020097,0.858475192490297
5,13,104388337,63627108,0.797038148234505
18,3,54340168,42047218,0.662271105605456
7,17,37331460,17482793,0.636511755099432
20,7,43060515,1180649,0.681890238870263
2,17,205779527,7381280,0.6083091000142
14,14,102829074,97818825,0.748407620845692
22,12,26934357,56402347,0.639878575341717
20,6,46828751,89424077,0.762922685484635
1,18,179760727,4080537,0.800437836642997
12,7,58071642,95703754,0.83020554984518
21,3,35994614,48680921,0.913756960915981
18,21,46953889,18741834,0.66820987567283
7,1,932195,32472377,0.916147922546328
3,16,62032177,77370967,0.69660492752783
17,21,37676419,18426432,0.898225599521628
15,19,32940096,10577658,0.659313268400532
17,13,2870028,43190266,0.71740276225374
22,13,38742416,19852208,0.70777734000874
14,19,85891388,14330884,0.894335124467374
8,5,99976231,159077285,0.855037045181377
6,10,14476577,103008710,0.741459584415973
3,14,12282222,95493715,0.645300311891993
4,1,189806189,110037400,0.825051395789378
6,9,93011610,32593843,0.635916449437477
16,21,80650252,32554181,0.619749685612473
7,9,44045886,38275342,0.650395791086565
3,18,151484219,44490828,0.652376828305143
17,6,51750648,139901308,0.726716372475463
13,5,78956092,126089459,0.705260874957288
8,1,57567446,33929961,0.933717616835368
22,16,46497790,66176019,0.837897895377356
10,16,80273903,86323437,0.844165763609061
7,22,6493516,35532915,0.837359022894279
9,11,127096333,71010687,0.637823920709708
15,22,30170971,24821899,0.74338184375148
6,17,71781339,62804417,0.626549585672555
3,10,3112673,1453693,0.739134035494627
3,19,47036949,57834641,0.853836883763793
2,16,34835085,46439993,0.655401855301647
9,2,29779903,111357983,0.924706317684163
8,3,135595387,195553075,0.759603497600268
1,16,9547768,49358076,0.713730503409447
1,16,115024322,23811826,0.812793482717791
8,22,145542813,29402018,0.605689506361837
4,21,170008410,26085505,0.645726160121336
2,11,128292730,98255232,0.619012558751425
11,3,28180303,129362941,0.600705805709237
14,18,79114768,19835470,0.815439897706004
6,12,42667339,91690832,0.625874653270865
10,20,129631469,61038956,0.639350511328138
15,20,100454912,31329454,0.635034378691093
16,13,83228721,50276145,0.796252373508403
21,13,38735726,99467834,0.782289568602149
17,12,48161352,50641392,0.660737662948687
9,15,139529706,67049793,0.672199614223917
11,14,130635604,64233432,0.644443306423213
14,7,100028924,55410236,0.66425760643663
3,22,187978026,31207983,0.641400614906734
3,17,103645765,79887979,0.695532206386961
9,4,25798136,73630791,0.637042267941335
7,21,140347388,47573019,0.670955411933672
6,1,2067386,165709392,0.638019542320202
8,21,135788485,42276384,0.656532252988966
18,19,19011056,58780808,0.873894139441039
18,14,9815675,35440069,0.60593513718061
15,19,98488330,15444015,0.840025478184629
5,21,101393781,44838739,0.880269157863372
10,22,125358226,18617758,0.706683525703613
13,18,30938461,32761899,0.634997670495897
11,17,118015794,78450514,0.7428293004572
7,13,70661998,67508866,0.662689915158546
15,2,27481075,105461923,0.735769722566324
17,18,29755764,22571149,0.758229800981128
4,5,36918727,155490645,0.635251690022258
10,19,74368504,39217258,0.601976687390489
1,21,165278174,45474206,0.608494304469638
20,15,37585943,76054987,0.916309635532799
16,12,8380959,131183679,0.630409441856611
17,2,12244127,77310905,0.911212763483953
9,18,8244143,57332373,0.813747176615035
4,13,3980190,97083314,0.652133010723059
4,8,2911581,29969076,0.86467758169638
5,2,172297207,1146100,0.807500961604002
21,18,16756791,11971393,0.966685814500311
10,2,70176470,99721642,0.709185767397748
13,7,25018496,10894196,0.690870721698929
22,21,37390082,25325713,0.664668200620024
20,21,48777119,45278959,0.67006721281122
15,13,73971581,51832859,0.916410731335077
20,8,30325208,126313881,0.713119919873848
16,10,14470389,83120906,0.914159035979507
6,18,26132858,11614265,0.661818585458961
12,16,110961877,34294775,0.674792008956901
15,17,75032075,59439689,0.79470319603235
6,2,30667657,5639768,0.605445531099087
18,2,32847025,201982035,0.741408625644901
19,12,58431840,133391768,0.615185257109765
15,3,58822109,11376230,0.694064713198844
19,13,50932726,113361468,0.822734641142613
13,11,52232794,129026560,0.713716646905802
12,9,130982002,12624043,0.631232724653522
10,13,135275073,45663194,0.800962587181583
20,21,43159989,44079583,0.630315365054003
22,19,38292911,15495493,0.931253313429431
9,1,952615,151280032,0.647764249677123
2,8,216985470,6125803,0.690202318095519
7,14,81139507,20100845,0.612176431037397
5,19,156462968,49225802,0.773348702457861
21,8,45546785,143856870,0.794896691682508
20,8,40088034,95632970,0.795209128968458
5,5,54132403,69764756,0.767224515706192
10,9,95504195,84387737,0.82390004101708
10,6,102767526,114663689,0.632072451560879
8,2,21119179,168632827,0.886952913471742
17,2,49192084,206923834,0.829066739077559
10,4,94769697,77084968,0.774298932761722
17,12,18810688,4422228,0.896429022421349
9,13,37952695,91783879,0.702369473310432
18,22,51793497,26041303,0.663450986742654
14,15,86514064,82749141,0.645027001480331
5,16,157339251,10809950,0.772444666312367
21,21,35963950,37537351,0.887811504265965
15,7,26183415,155816151,0.729830395155291
1,2,200278385,221592358,0.646236846150906
8,8,6629148,144890602,0.608510571714582
22,18,24271490,9161286,0.903441748590302
21,9,36561028,67622040,0.846249611656703
16,11,9855223,46333943,0.702767549631907
12,14,112298489,90678031,0.782209894211963
14,5,56965155,113281661,0.638280144880918
19,3,1708168,49174005,0.683740652694134
4,14,138533484,75200171,0.727099701442983
8,2,23026104,236335971,0.856435606327769
6,7,64293823,1702004,0.83847690983682
4,7,85260433,153947670,0.645179496938411
22,2,19008951,105078040,0.643285457214296
20,20,1927475,57366494,0.654907404414445
17,14,15807866,76609131,0.633477991595061
17,13,69521251,29608086,0.794921329988554
18,2,10994142,39148520,0.672550539428039
12,21,118646132,32804065,0.603896635724074
12,7,96632954,129380320,0.604998616532225
22,20,47084575,47781523,0.680260458153649
5,20,121985071,41111574,0.820328395512307
6,9,151403786,491943,0.771166391618274
9,4,13514007,110942969,0.648968330825766
2,10,107914413,13408056,0.628114661336654
7,19,104940742,45612826,0.758636000411592
9,22,102959896,21769621,0.714689736158518
15,8,33814517,38923384,0.627494116427987
13,11,94101514,13185495,0.926742751759837
20,4,50426558,56384926,0.635192536319914
12,9,32815456,67295110,0.629958007553565
11,18,43393435,71827762,0.702985029606079
6,4,162911777,185077016,0.918571820636663
21,2,47273283,3293875,0.762102063827704
8,16,61810181,86054505,0.725504768213883
7,20,109529687,29832497,0.647307313979422
8,15,10002796,78388160,0.881802949339932
17,7,36492333,37868713,0.900027217833251
15,6,29150310,160985232,0.69576237128226
10,13,27347167,74034106,0.981284502766421
12,13,20704348,92065580,0.656991374047886
5,21,134639506,28956760,0.666699672180732
21,22,42423767,45616186,0.663853088532447
4,9,56270596,115303036,0.609826778193428
9,6,132662687,148467606,0.846060657381582
7,16,157605423,73036901,0.824676780830989
16,22,86097873,45952526,0.81099660908723
15,9,52313825,133233634,0.746849578429769
3,7,10319729,75389227,0.615829113086515
5,4,71303236,87136090,0.623559845582751
18,2,47778533,163020009,0.682646477382207
14,15,84807673,93799857,0.6602800566566
9,12,71615689,110417728,0.848921296998923
21,9,45955545,134523620,0.699934972882202
4,18,164482428,22397468,0.690628939173295
1,13,224304436,22151094,0.796838201034378
3,18,141872549,66939325,0.65236931390572
21,7,42694415,112902978,0.858565299678175
4,18,16000885,6609616,0.827682343870345
15,18,77357613,19111711,0.711170443470031
14,18,90243635,8484102,0.644771531120115
5,1,14975584,30758521,0.744521884092999
1,7,15355853,155280122,0.868512482172518
10,8,3077279,41222763,0.688989943909255
22,16,36932260,300065,0.700258082964782
3,19,48145233,44638502,0.615583085128434
21,19,33826225,36904153,0.714775210190952
14,19,56344815,51918465,0.73458570481993
21,14,34527635,92514848,0.627002482148604
11,12,154104,47287195,0.910955380303812
6,5,154404583,132761054,0.934787228124352
18,8,10287794,121040286,0.907328528933059
14,18,74110288,1047245,0.634746194196608
13,19,32211573,54893240,0.806757959374254
3,3,155397741,41803964,0.729874520036777
16,15,15689580,35263592,0.779596311888859
2,20,222174599,36820551,0.676075195390422
3,18,12756597,66833888,0.675155020261139
6,12,161236569,49645919,0.809536658413238
3,11,113844801,111976462,0.751872777188297
6,5,71080222,53168459,0.698835444728027
10,17,116250314,17772694,0.639635144147557
2,14,96897362,93492050,0.867289015334465
17,4,65697676,144358530,0.634259720418718
22,3,24851806,195735607,0.626573505045495
17,9,38194211,90423779,0.923382869945693
6,22,108397415,48959523,0.903833695398751
16,13,31311407,36829805,0.732828998342376
22,18,43375157,35446062,0.906018894905621
10,2,129161681,112780160,0.915258594074706
16,7,12168116,119091434,0.81432374622841
13,13,22428734,24761458,0.604024207846031
20,15,47420560,44511376,0.620309793599537
19,1,54195409,17660544,0.846321423178242
2,7,27346995,30332881,0.646726175289076
8,18,41638815,50921025,0.71590542002315
7,18,142160452,42441211,0.826084538052922
11,6,74134887,160523518,0.761556507074594
8,11,123815398,68039570,0.718122812285219
7,21,10043994,37810815,0.981317561384108
15,14,26502857,106397281,0.717261179013311
21,3,32969311,80944370,0.645641011020159
11,9,17434047,128079388,0.641131938410239
22,9,39427970,78803438,0.634344546959538
7,21,148315774,46382724,0.726953371236804
15,3,30587944,105451442,0.830129051198453
11,19,117151533,6580501,0.724579916929982
14,3,95276578,125819818,0.980998603059338
4,16,21520294,86126973,0.612752319883897
9,8,124516152,29709892,0.892498356776311
10,8,133506820,28917063,0.822165422222153
7,13,63033465,77318514,0.654116401834683
16,2,88627465,129082103,0.81944087958876
12,3,129303083,82301679,0.940085120477661
6,6,149061946,161863200,0.616701311888914
3,2,19959675,109276195,0.707214025060309
2,8,32464432,6265846,0.868040720760433
11,11,66178490,120581275,0.705217228762237
6,19,150328884,31353233,0.842182773487161
5,15,23502060,70197118,0.698729795621437
7,3,104176220,157058764,0.728944916576947
4,4,11552668,153677486,0.670814180926211
13,10,24465180,131518065,0.94169266257752
9,20,40287145,38995255,0.827152565565615
12,4,4261113,7217764,0.688292318120387
16,11,53838394,61689153,0.854124627253737
9,10,116813793,115752034,0.721100202777685
21,22,10602898,47614127,0.641874964685706
20,6,33861401,135076077,0.67997607314546
22,10,33941687,5439721,0.693126206668968
16,14,4548487,23337791,0.8686384715136
10,7,104010259,701547,0.655213062282033
8,7,41567537,127945664,0.681284160882688
4,1,187467665,117165627,0.638174398390115
18,18,74278248,56368782,0.818836402872058
6,6,22811885,42187967,0.952204190603461
21,11,41143643,82481843,0.761427506031233
21,8,19033716,26318085,0.794101073065317
6,3,4851296,66104535,0.733002931522688
17,4,16915858,37510442,0.65346463797816
7,21,62490517,40890608,0.825086365050398
13,22,25277135,47791702,0.909685432372001
3,20,20656541,30735684,0.654618103349096
9,6,99671408,2251313,0.956482538442221
4,3,47659294,11176265,0.622013064297257
10,17,27613859,59224243,0.778712464766055
9,16,43140219,75458388,0.792791057452378
14,13,103564789,41706517,0.714190325605314
6,17,2104655,48156468,0.61471938231457
20,2,17593729,127838470,0.735587931379463
20,19,57926254,57375469,0.619625041759668
8,20,129930823,24426170,0.903935928179156
20,15,23962002,65777642,0.759143676065364
18,4,65270492,32119714,0.84334136079697
5,22,70190360,37689451,0.879532738225827
11,18,71239174,55302722,0.742407567877552
4,6,121326372,39614972,0.624510584465191
17,12,45777393,109655987,0.791878908157381
22,10,36668614,102800638,0.854622937446212
8,22,18858208,21044693,0.870550596573551
15,9,69452634,133568525,0.878162473021579
6,3,159401539,5130271,0.715442417273458
5,18,176739375,47146877,0.819827024633955
21,5,27329856,64666106,0.626297469792549
12,11,116133503,32224135,0.613023606555982
14,16,103423056,8605028,0.662988353888961
3,18,46415281,14896420,0.898405354403388
3,12,71821523,95494239,0.629475228876455
20,19,46056333,3874655,0.797861099698021
9,7,140537160,100368459,0.658323501190543
18,1,72225024,41446576,0.671926951876555
19,18,33566369,11638038,0.685409956567612
9,17,92480393,78204012,0.680838246221572
5,13,162634705,24113917,0.740170884655645
13,15,36000859,65583850,0.638367032091181
11,1,121896492,15279214,0.799372927942437
8,16,7057443,87028785,0.681490225289076
21,8,37783068,6587644,0.672993569324567
3,12,66138231,94664502,0.701114869278892
22,4,40573636,126095578,0.64094559640268
2,22,51849266,39746170,0.60795418147465
4,18,40102651,48624541,0.810202457805471
5,3,170330442,76673854,0.608374597567884
19,9,55008948,33676384,0.738775407860024
14,11,19204975,122910863,0.653201349502604
19,18,42710060,53467406,0.757853166781949
1,10,146320717,73550102,0.726036236406351
14,7,101945107,135865141,0.735559048208799
13,15,105641977,73830289,0.609433587657515
19,8,46027539,134247073,0.846251448799114
10,14,3760133,23648268,0.842804777258939
6,9,114582600,110413862,0.684926656936099
19,22,2139333,41769734,0.917344631741848
11,13,21390231,89003097,0.876217335811737
12,1,112188458,84899081,0.635615593853893
18,11,72494260,62194230,0.625747949385804
1,3,4283920,197590126,0.676286905753405
1,14,99313525,59714627,0.763685848667556
6,5,107962630,149717438,0.600080389456205
1,11,111034946,24050481,0.684075821300057
22,3,48331002,14512383,0.80384306856622
22,2,38004430,242217752,0.614275147679998
15,13,41391990,36000945,0.647808900616642
1,3,50963962,194797592,0.687761082040552
21,11,45844301,122417588,0.732695820883727
21,18,24436923,19583668,0.948027700212486
18,5,75630650,164799070,0.643205551091256
13,6,98324665,134126614,0.915333091142329
9,19,90100830,37551107,0.69622210011095
11,15,78122096,40939219,0.730967896727573
8,21,102963254,47973625,0.630551281036168
19,3,47376242,188405353,0.742347005913042
11,6,125777434,13686239,0.86034770618062
1,2,231431138,4753769,0.626533249390681
19,11,46841220,117809837,0.873299850829169
13,6,24519543,109763307,0.628587865127241
6,7,911806,121786569,0.867111985798901
2,14,46095694,50034587,0.700689980833564
22,11,41507238,35916200,0.63461232868247
7,6,65479329,30990644,0.907337737177913
2,7,226688636,39667697,0.956452902321997
6,3,71628065,196078676,0.777907256684152
7,22,65848309,34221533,0.860057282615462
10,10,129130763,14013628,0.776942842519188
2,1,240035767,243603439,0.606436970794726
18,2,10581430,60578802,0.787892696531102
3,3,50036055,60004598,0.827357128299782
17,14,57576363,91544272,0.77690031012587
8,22,124913407,23865451,0.635913977255953
10,9,765273,106760967,0.761435271681811
8,17,37862706,12655769,0.651098845926758
9,6,70455136,864863,0.767254662219796
1,18,169638495,57048156,0.727500955177899
8,15,19612829,34619586,0.782312598731662
16,12,80303234,45596093,0.772806063100314
19,6,45617184,111409620,0.655467361830593
21,6,43220907,133147574,0.666090939621568
8,13,66897277,78223600,0.695814838600391
15,7,49322552,68944525,0.786032265961795
14,13,84769141,102496736,0.687377709790683
11,13,1863114,106493395,0.747168491146139
2,2,130678120,232438111,0.646705933388047
1,4,232103450,4750646,0.66130283021114
6,19,123763162,17572408,0.729199551929013
4,6,7079871,93040611,0.978750531387055
19,4,1112835,1716624,0.642876743041764
22,22,23725309,25796279,0.690247042336843
3,22,10883168,21961681,0.660403069092585
16,5,87161385,5128554,0.66730870670646
5,17,154236710,8630678,0.746418206155251
16,5,25596942,137225591,0.700620529687596
10,3,75297166,141174264,0.725628868657318
14,6,34969160,39271185,0.700001437811494
22,9,47685522,131381278,0.606652791269439
5,6,104651967,155713358,0.629452986918949
22,7,39100593,40678325,0.726915157417911
20,16,45632942,80591447,0.781275931539269
3,15,9623953,30500776,0.679988106111067
18,15,55448903,92180716,0.617029867946951
21,9,47241917,134129942,0.633212802947232
5,4,39879384,23152777,0.840712713254041
9,14,99135691,97334853,0.911936010572102
1,6,13933028,110963123,0.61704069016713
14,22,90594783,27986372,0.640426649016011
12,18,31837893,77954198,0.81291790976878
2,4,26902381,55094569,0.824493211319421
9,7,112913934,118504378,0.949631294780433
11,3,123081140,113092883,0.864061183288914
13,13,98687226,23965928,0.838206314850686
2,19,170646139,53969730,0.918858528650129
22,3,22312708,40761487,0.711861323083205
7,17,36786015,47110468,0.761238540850769
12,21,104229847,47676097,0.839956548179338
16,16,15832759,1548796,0.64449710203352
10,17,102124263,20470082,0.794698571040051
19,7,37498616,2783044,0.686707229826415
6,6,10441639,58009835,0.783163714049248
13,21,90725347,27864719,0.888073503004864
11,15,47773137,34679495,0.743171130238609
16,10,58441893,58774392,0.776399656066603
13,8,51779829,76014225,0.630829276765039
7,11,152097900,58234386,0.861732529228507
9,8,124751774,55391269,0.648674391075395
4,12,182840682,6465968,0.889272935475041
6,21,71045512,43411687,0.856230561607794
18,18,2846807,19076064,0.626640122700026
3,22,136358346,48215454,0.65330028320513
4,4,181148895,151105478,0.734537384903941
6,3,162417879,180624536,0.620704976337621
11,19,118133391,48745543,0.607041822711916
2,4,29431194,187405082,0.750869256428106
1,12,237446750,31498031,0.831279949743481
22,3,23266362,76218679,0.660321721788585
8,7,37466533,94766730,0.722805360839585
1,11,92630040,98645569,0.616217780598676
7,6,7059365,17976673,0.860249499619356
3,3,57020063,47806660,0.639051640663482
18,9,77557116,34908301,0.713082146972781
18,7,65707786,27116679,0.687890419466828
22,6,19059768,107986705,0.858655372091889
21,1,34729436,160786353,0.742970248127447
2,6,44463111,107297849,0.758116740737805
9,9,131327703,139052226,0.81973940227686
1,5,247471491,69845294,0.637477209935183
22,14,16351385,77299965,0.690109435271855
21,10,45216843,73736068,0.702097246837156
13,19,45687928,33961268,0.641517197730783
9,15,110637250,25936745,0.795926481570116
9,20,92855920,57143171,0.606170872541568
20,4,46833362,89060762,0.783138015705078
17,20,77420084,40403689,0.608209664007197
18,7,46514275,73751754,0.915166382284418
12,21,18833141,20974289,0.812762530308639
3,5,53813906,34995860,0.734623365465716
5,20,132859706,22321902,0.922718846951685
11,11,107365399,59268011,0.695814825644113
6,12,166910857,97722226,0.677290606627793
8,18,22451717,76048976,0.87775338916381
17,21,3131075,36005582,0.848846763036659
2,21,79246951,28352198,0.603812852036923
16,9,84973455,114805563,0.74237726860229
16,10,88665903,77135460,0.665929915025168
14,11,53110613,110058728,0.885383524539884
7,16,57288287,22284513,0.789327392392696
6,1,38140266,39378371,0.816983836923751
10,4,1042271,159884467,0.729639484904156
9,16,100511467,82674697,0.720934760524477
18,15,33335049,40686150,0.845329147938345
3,18,129872822,53148167,0.89640661528902
21,17,34057312,38400737,0.605386434900104
12,11,120368217,121217590,0.628108209008871
21,12,48014024,12308723,0.70087040434032
22,13,42311951,62100894,0.730476781629471
15,6,62902623,108396322,0.853207972031663
12,4,112480373,129645562,0.635046247115771
2,13,65336981,95214124,0.778188023049315
4,14,128676564,74824591,0.693844760145176
16,22,4989496,50019710,0.788327457533019
4,5,49648344,64052322,0.711058085653287
7,17,137978022,38761858,0.737071717837464
6,9,151850042,137612150,0.644016381164622
18,15,58346754,95586309,0.673313667460003
10,6,33394825,41597863,0.631045993140455
5,11,50242764,41283903,0.69893601584317
1,21,194753360,42618735,0.644049767444782
2,16,134737632,81294216,0.773604968761773
19,5,50479999,22858557,0.684643663850287
14,5,96379169,121195969,0.755406395627944
3,13,14962265,111566013,0.93458365908369
13,3,40765109,129611241,0.622111131062803
10,18,130321469,51504974,0.65952336932876
12,12,56377741,8794553,0.760523351820766
19,9,50384632,135146305,0.715488601676404
11,11,49913110,102182030,0.954728304312509
7,18,82654000,47778783,0.690860763753356
14,17,36299452,73455529,0.745663256100424
14,6,57456545,164222199,0.7086595099644
2,9,224620587,124333376,0.822497443885744
12,4,51785034,2386056,0.605768475604692
15,16,93049234,28771561,0.649351188389114
6,11,99865780,113185963,0.792847038030227
9,4,133915462,2289115,0.66376657542996
11,9,120772597,132383880,0.743863568450908
18,17,28988990,11363271,0.853579046963417
19,8,15670056,59566315,0.73887811177378
18,18,73329574,46449723,0.812582699204142
7,22,158374596,46655001,0.637146164139592
22,7,30978132,142150582,0.775900524224228
4,2,7663261,202635980,0.925647776846045
2,20,64433347,48973877,0.751591207094625
18,11,5296735,90869369,0.767197408027182
6,2,168371950,31346103,0.624663801173284
6,20,498541,35634964,0.74944084335199
12,11,4060353,67419931,0.841168119354036
9,14,130457414,75069991,0.655247852069573
20,1,1105379,29458377,0.812232291475908
5,21,53607883,35388955,0.872328846862361
19,12,58751517,123882997,0.677186272881094
21,7,33996277,26455638,0.747974236622203
17,10,34669549,73827032,0.663425742506793
16,9,51502363,14509832,0.64790719012453
7,3,31425668,187455067,0.691760387477972
1,1,25535936,201755474,0.827001920997201
1,8,15504554,121983145,0.922221749364331
5,11,139058388,39108539,0.736725601086241
18,20,30054581,2042252,0.611540408399798
5,4,123628280,169624878,0.893441829282317
5,14,79931221,76354222,0.613602603360706
14,7,77434431,65197953,0.632107508993204
5,11,149640464,125982502,0.696510350966759
8,16,3156232,28285635,0.799130686983709
19,14,12449854,100117665,0.676011497958008
13,2,114586617,120040039,0.62423572406307
8,4,139746235,629567,0.609225059610262
5,11,14393958,134312909,0.93578681100171
2,6,102304283,134103570,0.615734219352173
9,8,23249641,12040000,0.87937466899441
18,4,43861358,16823784,0.617632309041699
1,7,220974458,101115152,0.69741673775926
5,22,77921542,28221696,0.619182417067381
11,18,119193206,11872174,0.692021189548523
10,4,126594163,69047943,0.872831547041394
18,16,13518788,82216979,0.627380619869245
3,3,36494171,73035433,0.665590837996411
22,9,32623396,78898698,0.77991683536324
13,9,114456530,84898356,0.739738619075911
9,7,110876275,37375670,0.749876263900458
5,5,3448192,180574078,0.658723454561158
21,13,22568535,53442862,0.798673878873617
1,10,15366444,116165362,0.629071252733382
15,17,32014466,71546021,0.824373779942139
4,2,24831321,160587270,0.666398622600824
1,7,8479273,139160947,0.637004056784337
8,22,59103298,44916073,0.640016626047286
18,21,12201260,47591140,0.706878936732274
6,8,26100163,110943235,0.658567119173064
10,6,77302168,155456342,0.712668416601534
10,3,26972034,66434592,0.675200574277686
11,13,93423498,21646352,0.741184780091234
21,2,46840364,68486014,0.910478121499516
6,18,7532243,7379254,0.860988624825847
12,4,113298140,58029462,0.864637710201917
21,9,10825279,67279174,0.603809015659037
22,16,35750026,50147338,0.830156783452793
9,4,106165411,8274132,0.78035665289165
6,14,145533099,65228145,0.82356303886913
18,15,29318692,41242698,0.601169466814737
7,22,98930017,25617200,0.679658871042904
8,18,87306541,46638004,0.887216153487382
10,1,17663806,154690390,0.823349913110203
13,6,114015801,57216784,0.7637506914059
10,10,28993223,11434851,0.661862761821999
6,8,161194767,122595119,0.675563383740526
4,3,39048508,45184366,0.611923288979571
19,13,49106787,45860826,0.728533266095317
1,2,154897951,107480989,0.799139164229313
7,10,24937206,96588103,0.609836217888347
3,16,67332091,12032095,0.66403363786584
2,7,35631226,148407778,0.643622718632207
22,13,46606106,67769103,0.60510512157133
22,12,36443254,31836890,0.784365667382955
16,14,33727649,100294198,0.888157010488701
5,11,140588536,69704285,0.704280204977901
8,16,124195176,21878451,0.757797144736925
4,18,168429037,13262607,0.617144274227969
